Timestamp,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
2026/05/29 12:10:47 AM,Employed,Undergraduate,46-55,Bamenda,"200,001-500,000",4,Never,41-60%,"Yes, only quality",111877,"15001-30,000",Bread,"10,000-20,000",4,Private car/bike/bicycle,0,More than 50%,Once,"Yes, frequently",36-50%,109896,24092,Yes,"Yes, more than once",5,No,12067,300000,Utilities,Probably yes,Taking a second job; Relocated to a cheaper area,Fuel prices,2018
2026/05/29 12:21:24 AM,Unemployed,Undergraduate,56 - above,Maroua,"200,001-500,000",8,Sometimes,more than 60%,No,141423,"Less than 5,000",Plantains / Cassava,"10,000-20,000",4,Bike,14,Less than 10%,Twice,"Yes, occasionally",Less than 20%,80169,13899,No,"Yes, once",4,Yes,17250,0,Education,Uncertain,Started a small business; Borrowed money,Fuel prices,2024
2026/05/29 12:29:53 AM,Employed,Other,56 - above,Bamenda,"100,001-200,000",7,Never,Less than 20%,No,60122,"5,000-15,000",Fish / Meat,"10,000-20,000",3,Walking,14,Less than 10%,Once,Rarely,20-35%,36501,15347,Yes,No,3,Yes,18394,35000,Education,Definitely yes,Borrowed money; Started a small business; Reduced spending,Currency depreciation,2022
2026/05/29 12:42:50 AM,Unemployed,Postgraduate,26-35,Maroua,"200,001-500,000",4,Never,41-60%,"Yes, only quantity",142260,"15001-30,000",Bread,"10,000-20,000",4,Private car/bike/bicycle,5,10-25%,Never,"Yes, occasionally",20-35%,90468,20580,Yes,"Yes, more than once",3,No,20892,35000,Transportation,Probably no,Relocated to a cheaper area; Taking a second job,Currency depreciation,2025
2026/05/29 12:47:31 AM,Self-employed,Other,56 - above,Bafoussam,"200,001-500,000",2,Rarely,41-60%,"Yes, both quantity and quality",179730,"5,000-15,000",Cooking oil,"20,001-30,000",4,Walking,11,Less than 10%,Never,Rarely,More than 50%,78926,23770,I own my home,"Yes, more than once",4,No,33165,150000,Utilities,Definitely yes,Borrowed money; Relocated to a cheaper area; Started a small business,Inflation (rising prices),Before 2018
2026/05/29 12:55:15 AM,Unemployed,Postgraduate,36-45,Garoua,"100,001-200,000",4,Always,20-40%,"Yes, only quantity",71721,"15001-30,000",Onions & Tomatoes,"20,001-30,000",4,Walking,5,26%-50%,Once,"Yes, occasionally",More than 50%,55090,18801,I own my home,No,4,Yes,34387,35000,Rent,Probably no,Started a small business,Inflation (rising prices),2018
2026/05/29 01:05:44 AM,Unemployed,Vocational,36-45,Douala,"50,000-100,000",7,Sometimes,20-40%,"Yes, only quantity",27536,"More than 30,000",Plantains / Cassava,"20,001-30,000",5,Private car/bike/bicycle,6,26%-50%,More than twice,Rarely,20-35%,17574,20967,I own my home,"Yes, more than once",3,Yes,17507,35000,Food,Probably no,Reduced spending; Relocated to a cheaper area,Currency depreciation,2022
2026/05/29 01:13:20 AM,Unemployed,Undergraduate,18-25,Douala,"50,000-100,000",3,Sometimes,Less than 20%,"Yes, only quality",37333,"5,000-15,000",Plantains / Cassava,"Above 30,000",4,Public bus,11,26%-50%,Never,Never,20-35%,0,4805,Yes,"Yes, more than once",3,No,25372,300000,Education,No,Started a small business; Reduced spending,Inflation (rising prices),2023
2026/05/29 01:17:04 AM,Unemployed,Undergraduate,56 - above,Buea,"200,001-500,000",6,Rarely,more than 60%,"Yes, only quality",162823,"5,000-15,000",Cooking oil,"Below 10,000",3,Public bus,0,10-25%,Never,Rarely,Less than 20%,77121,15723,I own my home,No,3,Yes,16814,75000,Rent,Uncertain,Relocated to a cheaper area; Started a small business; Borrowed money,Other,Before 2018
2026/05/29 01:29:34 AM,Employed,Vocational,46-55,Garoua,"50,000-100,000",5,Sometimes,41-60%,"Yes, only quantity",34086,"Less than 5,000",Fish / Meat,"20,001-30,000",5,Walking,8,10-25%,Twice,Rarely,More than 50%,0,24754,Yes,"Yes, more than once",3,Yes,11136,0,Healthcare,Definitely yes,Started a small business,Inflation (rising prices),2024
2026/05/29 01:45:15 AM,Employed,Undergraduate,56 - above,Yaounde,"Below 50,000",4,Always,20-40%,"Yes, only quantity",13110,"More than 30,000",Bread,"Above 30,000",4,Walking,8,10-25%,Never,Rarely,20-35%,15732,10476,Yes,"Yes, once",4,No,31993,75000,Education,Definitely yes,Started a small business,Inflation (rising prices),2020
2026/05/29 01:50:01 AM,Unemployed,Undergraduate,18-25,Buea,"Below 50,000",6,Never,20-40%,"Yes, only quality",19073,"More than 30,000",Rice,"Below 10,000",5,Walking,11,10-25%,Once,"Yes, occasionally",Less than 20%,10701,20617,No,"Yes, once",4,Yes,7107,300000,Food,Probably no,Started a small business; Reduced spending,Currency depreciation,2026
2026/05/29 02:03:31 AM,Unemployed,Postgraduate,46-55,Bafoussam,"Below 50,000",7,Never,41-60%,"Yes, both quantity and quality",19806,"15001-30,000",Rice,"20,001-30,000",4,Bike,1,More than 50%,Once,Rarely,More than 50%,12789,21518,No,"Yes, once",5,No,9107,0,Rent,Probably no,Started a small business,Other,2026
2026/05/29 02:07:06 AM,Employed,Undergraduate,56 - above,Buea,"100,001-200,000",2,Always,more than 60%,"Yes, only quality",56116,"15001-30,000",Onions & Tomatoes,"Below 10,000",4,Bike,2,26%-50%,More than twice,Never,20-35%,30982,21770,Yes,No,5,No,6669,75000,Food,No,Borrowed money; Reduced spending; Relocated to a cheaper area,Fuel prices,Before 2018
2026/05/29 02:22:32 AM,Student,Postgraduate,46-55,Yaounde,"Below 50,000",7,Never,20-40%,"Yes, only quantity",20990,"15001-30,000",Cooking oil,"Below 10,000",4,Private car/bike/bicycle,6,26%-50%,Twice,Never,More than 50%,9368,9186,No,No,3,Yes,33714,35000,Transportation,Probably yes,Reduced spending; Taking a second job; Relocated to a cheaper area,Fuel prices,2026
2026/05/29 02:25:36 AM,Employed,Postgraduate,18-25,Yaounde,"Above 500,000",3,Sometimes,41-60%,"Yes, only quality",282903,"15001-30,000",Onions & Tomatoes,"Below 10,000",3,Walking,2,26%-50%,More than twice,"Yes, occasionally",Less than 20%,150457,11032,I own my home,No,3,No,17292,150000,Education,No,Reduced spending; Started a small business,Government policies,2020
2026/05/29 02:35:59 AM,Student,Undergraduate,18-25,Douala,"Below 50,000",1,Never,Less than 20%,No,19544,"Less than 5,000",Plantains / Cassava,"20,001-30,000",4,Walking,12,More than 50%,Twice,Rarely,More than 50%,8845,18420,I own my home,No,3,Yes,2826,150000,Transportation,Definitely yes,Borrowed money; Started a small business,Government policies,2022
2026/05/29 02:44:37 AM,Unemployed,Vocational,56 - above,Bafoussam,"100,001-200,000",7,Always,Less than 20%,"Yes, only quality",72058,"5,000-15,000",Fish / Meat,"20,001-30,000",4,Private car/bike/bicycle,11,26%-50%,Twice,"Yes, occasionally",Less than 20%,50825,12782,Yes,"Yes, more than once",4,Yes,6804,300000,Healthcare,Probably yes,Borrowed money; Started a small business,Currency depreciation,2025
2026/05/29 02:57:41 AM,Self-employed,Vocational,18-25,Buea,"Above 500,000",4,Sometimes,20-40%,"Yes, only quality",259415,"5,000-15,000",Bread,"10,000-20,000",4,Public bus,2,Less than 10%,More than twice,"Yes, occasionally",More than 50%,222581,7973,Yes,No,4,No,19265,300000,Utilities,Probably no,Relocated to a cheaper area,Inflation (rising prices),2020
2026/05/29 03:07:30 AM,Employed,Other,18-25,Buea,"Above 500,000",7,Rarely,20-40%,"Yes, only quantity",279009,"5,000-15,000",Rice,"Above 30,000",4,Bike,9,10-25%,Twice,Never,Less than 20%,249407,13094,Yes,"Yes, more than once",3,Yes,13872,35000,Healthcare,Probably yes,Reduced spending; Started a small business,Inflation (rising prices),2019
2026/05/29 03:11:47 AM,Unemployed,Other,18-25,Kribi,"50,000-100,000",4,Rarely,41-60%,"Yes, only quality",35525,"15001-30,000",Cooking oil,"20,001-30,000",5,Bike,7,More than 50%,Never,"Yes, frequently",More than 50%,19013,18909,No,"Yes, more than once",4,No,5088,300000,Rent,Definitely no,Started a small business,Inflation (rising prices),2021
2026/05/29 03:25:31 AM,Self-employed,Undergraduate,18-25,Maroua,"Above 500,000",3,Never,20-40%,"Yes, both quantity and quality",354338,"15001-30,000",Cooking oil,"Below 10,000",5,Private car/bike/bicycle,8,More than 50%,Never,"Yes, frequently",More than 50%,205672,3016,Yes,"Yes, once",3,No,8480,300000,Food,Probably yes,Relocated to a cheaper area; Borrowed money; Taking a second job,Currency depreciation,2021
2026/05/29 03:41:28 AM,Unemployed,Undergraduate,18-25,Maroua,"200,001-500,000",1,Rarely,Less than 20%,"Yes, only quality",146754,"More than 30,000",Rice,"Below 10,000",5,Private car/bike/bicycle,13,10-25%,More than twice,"Yes, occasionally",20-35%,101914,8431,I own my home,"Yes, once",5,No,21258,75000,Food,Probably no,Borrowed money; Reduced spending; Started a small business,Government policies,2023
2026/05/29 03:57:20 AM,Student,Other,36-45,Douala,"200,001-500,000",6,Sometimes,more than 60%,No,142427,"15001-30,000",Plantains / Cassava,"20,001-30,000",4,Private car/bike/bicycle,6,26%-50%,More than twice,Never,More than 50%,93074,10388,Yes,No,3,Yes,34452,75000,Education,Probably yes,Reduced spending; Borrowed money; Started a small business,Fuel prices,2021
2026/05/29 04:08:25 AM,Self-employed,Other,26-35,Garoua,"200,001-500,000",1,Never,more than 60%,"Yes, only quantity",110341,"More than 30,000",Fish / Meat,"10,000-20,000",5,Private car/bike/bicycle,6,Less than 10%,Twice,Rarely,20-35%,0,19096,No,"Yes, once",3,No,26343,75000,Healthcare,Definitely yes,Started a small business; Borrowed money; Relocated to a cheaper area,Government policies,2021
2026/05/29 04:13:45 AM,Self-employed,Undergraduate,56 - above,Maroua,"50,000-100,000",1,Always,Less than 20%,"Yes, both quantity and quality",35064,"More than 30,000",Onions & Tomatoes,"Below 10,000",3,Public bus,5,10-25%,Once,"Yes, frequently",36-50%,25651,13944,Yes,"Yes, more than once",3,No,6832,75000,Rent,Definitely yes,Borrowed money; Reduced spending; Started a small business,Government policies,2023
2026/05/29 04:17:05 AM,Employed,Undergraduate,56 - above,Garoua,"200,001-500,000",7,Rarely,more than 60%,No,112507,"15001-30,000",Plantains / Cassava,"10,000-20,000",4,Public bus,7,26%-50%,More than twice,"Yes, occasionally",Less than 20%,89448,10666,Yes,No,4,No,26042,150000,Utilities,No,Relocated to a cheaper area; Taking a second job,Currency depreciation,2021
2026/05/29 04:20:45 AM,Self-employed,Undergraduate,46-55,Bafoussam,"50,000-100,000",7,Always,20-40%,"Yes, only quality",24209,"5,000-15,000",Cooking oil,"10,000-20,000",3,Walking,5,Less than 10%,Once,Rarely,36-50%,16503,14662,Yes,"Yes, once",4,Yes,20445,0,Transportation,Probably yes,Borrowed money,Other,2021
2026/05/29 04:32:05 AM,Student,Undergraduate,36-45,Bamenda,"Below 50,000",1,Rarely,Less than 20%,No,18820,"5,000-15,000",Cooking oil,"Above 30,000",5,Public bus,0,26%-50%,Once,"Yes, occasionally",More than 50%,11590,18539,No,"Yes, once",5,Yes,6964,0,Rent,Definitely yes,Reduced spending,Government policies,2019
2026/05/29 04:43:49 AM,Self-employed,Other,36-45,Kribi,"Below 50,000",5,Never,20-40%,No,15038,"15001-30,000",Fish / Meat,"20,001-30,000",4,Private car/bike/bicycle,2,10-25%,Once,Rarely,36-50%,13758,7103,Yes,"Yes, more than once",3,No,27646,150000,Education,Definitely no,Reduced spending; Relocated to a cheaper area; Started a small business,Fuel prices,2020
2026/05/29 04:56:51 AM,Student,Undergraduate,18-25,Garoua,"200,001-500,000",2,Rarely,41-60%,"Yes, only quantity",165837,"More than 30,000",Fish / Meat,"Above 30,000",5,Walking,4,10-25%,Never,Never,Less than 20%,78039,21373,No,No,4,Yes,8290,75000,Education,Probably no,Borrowed money; Reduced spending; Taking a second job,Government policies,2018
2026/05/29 04:59:53 AM,Employed,Vocational,26-35,Yaounde,"50,000-100,000",7,Always,20-40%,No,25528,"More than 30,000",Fish / Meat,"20,001-30,000",3,Bike,11,10-25%,Never,"Yes, frequently",36-50%,15085,22505,Yes,"Yes, once",5,Yes,17092,75000,Rent,Definitely no,Reduced spending,Fuel prices,2023
2026/05/29 05:11:41 AM,Unemployed,Vocational,26-35,Maroua,"50,000-100,000",4,Always,41-60%,No,22531,"5,000-15,000",Bread,"Above 30,000",3,Private car/bike/bicycle,3,10-25%,Never,"Yes, occasionally",More than 50%,25280,12734,No,"Yes, once",4,Yes,24152,35000,Transportation,Probably no,Borrowed money; Relocated to a cheaper area,Government policies,2023
2026/05/29 05:14:44 AM,Unemployed,Undergraduate,56 - above,Bamenda,"100,001-200,000",6,Never,more than 60%,"Yes, both quantity and quality",49847,"More than 30,000",Bread,"Above 30,000",5,Bike,5,26%-50%,Once,Never,20-35%,33074,7946,No,"Yes, once",4,Yes,7329,75000,Education,Probably no,Borrowed money; Started a small business; Relocated to a cheaper area,Government policies,2019
2026/05/29 05:26:13 AM,Student,Vocational,18-25,Buea,"200,001-500,000",7,Always,Less than 20%,No,189234,"15001-30,000",Fish / Meat,"10,000-20,000",3,Public bus,13,Less than 10%,Once,Rarely,20-35%,127011,5029,No,No,3,Yes,21344,35000,Transportation,Definitely yes,Taking a second job; Relocated to a cheaper area,Government policies,Before 2018
2026/05/29 05:28:25 AM,Self-employed,Other,56 - above,Bamenda,"Above 500,000",8,Sometimes,Less than 20%,"Yes, both quantity and quality",230635,"15001-30,000",Fish / Meat,"20,001-30,000",3,Bike,6,26%-50%,Once,"Yes, occasionally",20-35%,146572,5731,Yes,"Yes, once",5,No,5219,300000,Utilities,Probably yes,Started a small business,Currency depreciation,2023
2026/05/29 05:30:16 AM,Employed,Postgraduate,26-35,Garoua,"Above 500,000",7,Never,20-40%,"Yes, both quantity and quality",297847,"Less than 5,000",Cooking oil,"Above 30,000",4,Walking,13,26%-50%,Once,"Yes, frequently",More than 50%,254264,17365,No,No,3,No,34237,75000,Healthcare,Uncertain,Started a small business; Taking a second job,Fuel prices,2026
2026/05/29 05:33:03 AM,Student,Undergraduate,56 - above,Bamenda,"200,001-500,000",4,Rarely,Less than 20%,No,181549,"5,000-15,000",Fish / Meat,"10,000-20,000",4,Private car/bike/bicycle,0,10-25%,Twice,Rarely,More than 50%,95787,11420,Yes,"Yes, once",3,Yes,8200,75000,Transportation,Probably no,Relocated to a cheaper area,Inflation (rising prices),2026
2026/05/29 05:42:48 AM,Employed,Vocational,26-35,Bamenda,"Above 500,000",7,Always,41-60%,"Yes, both quantity and quality",234464,"15001-30,000",Onions & Tomatoes,"10,000-20,000",5,Bike,13,Less than 10%,More than twice,"Yes, occasionally",20-35%,130085,17855,No,"Yes, once",4,No,34319,150000,Transportation,Definitely yes,Borrowed money; Taking a second job; Reduced spending,Inflation (rising prices),2021
2026/05/29 05:45:40 AM,Student,Other,56 - above,Garoua,"Above 500,000",7,Rarely,more than 60%,"Yes, both quantity and quality",296773,"15001-30,000",Rice,"20,001-30,000",5,Bike,3,Less than 10%,More than twice,"Yes, occasionally",More than 50%,195648,17475,No,No,5,No,11145,35000,Food,No,Borrowed money; Reduced spending,Inflation (rising prices),2018
2026/05/29 05:59:22 AM,Unemployed,Postgraduate,46-55,Garoua,"Below 50,000",8,Sometimes,Less than 20%,"Yes, only quality",17115,"Less than 5,000",Plantains / Cassava,"Below 10,000",4,Walking,5,26%-50%,Twice,"Yes, frequently",More than 50%,10126,11260,I own my home,"Yes, more than once",5,No,11507,300000,Rent,No,Taking a second job,Fuel prices,Before 2018
2026/05/29 06:12:11 AM,Self-employed,Undergraduate,56 - above,Yaounde,"100,001-200,000",8,Rarely,Less than 20%,"Yes, only quantity",75049,"Less than 5,000",Cooking oil,"Above 30,000",4,Private car/bike/bicycle,10,10-25%,Once,"Yes, frequently",20-35%,0,6177,Yes,"Yes, once",5,Yes,16109,75000,Rent,Probably yes,Reduced spending; Borrowed money,Government policies,2019
2026/05/29 06:13:34 AM,Unemployed,Other,26-35,Bafoussam,"200,001-500,000",4,Never,Less than 20%,No,152075,"15001-30,000",Bread,"Below 10,000",3,Private car/bike/bicycle,11,10-25%,Never,"Yes, frequently",20-35%,0,8587,Yes,"Yes, once",4,Yes,10873,75000,Education,Probably yes,Relocated to a cheaper area; Reduced spending; Borrowed money,Other,2026
2026/05/29 06:21:30 AM,Self-employed,Undergraduate,18-25,Kribi,"Below 50,000",6,Always,Less than 20%,No,19530,"15001-30,000",Cooking oil,"10,000-20,000",5,Private car/bike/bicycle,2,Less than 10%,Twice,Rarely,More than 50%,9581,13742,No,"Yes, more than once",4,Yes,14300,150000,Rent,Uncertain,Relocated to a cheaper area,Inflation (rising prices),2026
2026/05/29 06:28:20 AM,Student,Undergraduate,26-35,Douala,"Below 50,000",1,Always,41-60%,No,20808,"5,000-15,000",Bread,"20,001-30,000",4,Walking,7,26%-50%,Never,Rarely,Less than 20%,0,16506,No,"Yes, once",5,No,6672,35000,Utilities,Uncertain,Reduced spending; Started a small business; Taking a second job,Currency depreciation,2025
2026/05/29 06:36:56 AM,Employed,Vocational,36-45,Kribi,"Below 50,000",6,Always,20-40%,"Yes, only quality",17800,"15001-30,000",Rice,"10,000-20,000",3,Bike,4,More than 50%,More than twice,"Yes, occasionally",20-35%,0,23503,No,No,3,No,18858,75000,Rent,Definitely no,Borrowed money; Relocated to a cheaper area; Taking a second job,Fuel prices,2018
2026/05/29 06:50:04 AM,Self-employed,Postgraduate,56 - above,Bamenda,"Below 50,000",2,Sometimes,Less than 20%,"Yes, only quantity",18642,"5,000-15,000",Plantains / Cassava,"10,000-20,000",5,Private car/bike/bicycle,0,26%-50%,More than twice,Rarely,More than 50%,8877,22574,I own my home,"Yes, once",4,No,11674,0,Utilities,Probably yes,Reduced spending; Relocated to a cheaper area,Currency depreciation,2019
2026/05/29 07:00:22 AM,Unemployed,Undergraduate,18-25,Garoua,"Below 50,000",7,Never,20-40%,"Yes, only quality",19664,"5,000-15,000",Fish / Meat,"10,000-20,000",3,Bike,4,10-25%,Twice,"Yes, frequently",20-35%,8121,21418,I own my home,"Yes, more than once",3,Yes,32941,150000,Transportation,No,Taking a second job; Started a small business; Borrowed money,Fuel prices,2022
2026/05/29 07:02:07 AM,Unemployed,Other,46-55,Garoua,"100,001-200,000",6,Never,41-60%,"Yes, only quality",63996,"15001-30,000",Bread,"Above 30,000",4,Walking,11,26%-50%,Once,Never,Less than 20%,45278,15586,No,"Yes, once",4,No,29958,75000,Transportation,Uncertain,Relocated to a cheaper area; Started a small business,Government policies,2020
2026/05/29 07:11:36 AM,Self-employed,Undergraduate,36-45,Maroua,"Above 500,000",2,Never,20-40%,No,215739,"15001-30,000",Plantains / Cassava,"Above 30,000",3,Public bus,9,Less than 10%,Never,"Yes, occasionally",More than 50%,170681,16437,Yes,No,5,No,31808,300000,Education,Definitely no,Relocated to a cheaper area,Inflation (rising prices),2023
2026/05/29 07:20:49 AM,Employed,Undergraduate,18-25,Bafoussam,"50,000-100,000",3,Always,Less than 20%,"Yes, both quantity and quality",35539,"15001-30,000",Fish / Meat,"10,000-20,000",5,Public bus,14,26%-50%,More than twice,"Yes, frequently",More than 50%,27649,20036,I own my home,"Yes, once",4,No,31958,75000,Utilities,Definitely no,Started a small business; Borrowed money,Fuel prices,2026
2026/05/29 07:28:19 AM,Unemployed,Postgraduate,36-45,Douala,"100,001-200,000",2,Rarely,41-60%,No,79697,"15001-30,000",Onions & Tomatoes,"Above 30,000",3,Bike,3,Less than 10%,Never,"Yes, frequently",20-35%,48298,13031,I own my home,No,3,Yes,26309,150000,Utilities,Probably yes,Taking a second job; Reduced spending; Started a small business,Currency depreciation,2018
2026/05/29 07:38:39 AM,Student,Vocational,36-45,Douala,"100,001-200,000",8,Sometimes,20-40%,No,80283,"15001-30,000",Plantains / Cassava,"20,001-30,000",5,Bike,4,Less than 10%,Twice,Never,36-50%,32655,23170,I own my home,"Yes, more than once",4,Yes,10634,300000,Rent,Probably yes,Reduced spending; Started a small business,Inflation (rising prices),2024
2026/05/29 07:45:23 AM,Employed,Postgraduate,36-45,Garoua,"50,000-100,000",6,Sometimes,41-60%,No,39660,"15001-30,000",Rice,"Above 30,000",3,Private car/bike/bicycle,13,More than 50%,Once,"Yes, occasionally",20-35%,19364,21145,I own my home,No,3,Yes,24948,35000,Education,Uncertain,Taking a second job; Reduced spending; Borrowed money,Inflation (rising prices),2020
2026/05/29 08:00:09 AM,Unemployed,Vocational,46-55,Douala,"200,001-500,000",3,Never,more than 60%,"Yes, both quantity and quality",129082,"Less than 5,000",Cooking oil,"Below 10,000",3,Walking,6,26%-50%,Once,Rarely,Less than 20%,137261,14472,I own my home,"Yes, more than once",3,No,28817,75000,Healthcare,Definitely no,Taking a second job; Started a small business,Government policies,2023
