Respondent_ID,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
RESP_0273,Unemployment,Other,46-55,Bafoussam,"50,000-100,000",2,Always,41-60%,No,38252,"15001-30,000",Fish / Meat,"Below 10,000",3,Public bus,11,10-25%,More than twice,Rarely,36-50%,0,4450,Yes,"Yes, more than once",4,No,6119,0,Utilities,Definitely yes,Started a small business; Relocated to a cheaper area; Taking a second job,Fuel prices,2018
RESP_0274,Unemployment,Undergraduate,56 - above,Yaoundé,"200,001-500,000",5,Rarely,more than 60%,"Yes, only quality",118603,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",3,Public bus,1,More than 50%,Once,Rarely,More than 50%,98524,22927,I own my home,No,5,No,23691,0,Food,Probably no,Relocated to a cheaper area; Borrowed money; Started a small business,Government policies,2021
RESP_0275,Unemployment,Vocational,36-45,Bamenda,"Below 50,000",8,Never,20-40%,No,17250,"15001-30,000",Cooking oil,"20,001-30,000",5,Private car/bike/bicycle,14,26%-50%,Never,"Yes, frequently",Less than 20%,15307,3849,No,"Yes, once",3,Yes,11870,75000,Utilities,Definitely no,Relocated to a cheaper area; Reduced spending,Inflation (rising prices),2019
RESP_0276,Student,Other,36-45,Garoua,"Above 500,000",6,Always,41-60%,No,279586,"15001-30,000",Fish / Meat,"Above 30,000",4,Walking,4,26%-50%,More than twice,"Yes, occasionally",More than 50%,144639,17337,Yes,"Yes, more than once",3,Yes,19640,300000,Food,Definitely yes,Relocated to a cheaper area; Reduced spending; Taking a second job,Currency depreciation,2018
RESP_0277,Self-employed,Other,36-45,Douala,"Above 500,000",3,Rarely,20-40%,No,269910,"5,000-15,000",Cooking oil,"20,001-30,000",3,Public bus,9,More than 50%,Never,Never,Less than 20%,209750,5724,Yes,No,4,No,17665,150000,Utilities,No,Reduced spending; Relocated to a cheaper area,Other,2022
RESP_0278,Student,Vocational,56 - above,Bafoussam,"50,000-100,000",6,Rarely,more than 60%,No,36853,"5,000-15,000",Plantains / Cassava,"20,001-30,000",5,Bike,2,More than 50%,Once,"Yes, frequently",Less than 20%,17607,14257,No,"Yes, once",5,No,20703,35000,Utilities,No,Relocated to a cheaper area; Taking a second job,Government policies,2023
RESP_0279,Student,Vocational,46-55,Douala,"100,001-200,000",2,Never,Less than 20%,"Yes, both quantity and quality",59493,"More than 30,000",Rice,"Below 10,000",3,Private car/bike/bicycle,5,Less than 10%,Twice,Rarely,36-50%,44427,21448,I own my home,"Yes, more than once",5,Yes,31063,75000,Transportation,Probably no,Borrowed money,Currency depreciation,2021
RESP_0280,Student,Vocational,46-55,Yaoundé,"200,001-500,000",5,Rarely,more than 60%,"Yes, only quantity",182822,"More than 30,000",Cooking oil,"Below 10,000",3,Walking,3,26%-50%,More than twice,"Yes, occasionally",20-35%,89072,4962,I own my home,"Yes, more than once",3,No,2107,150000,Healthcare,Definitely yes,Borrowed money; Taking a second job; Reduced spending,Other,2021
RESP_0281,Self-employed,Undergraduate,56 - above,Kribi,"Below 50,000",2,Never,Less than 20%,No,13287,"More than 30,000",Plantains / Cassava,"Above 30,000",5,Walking,10,More than 50%,Twice,Rarely,Less than 20%,9262,18996,No,"Yes, once",3,Yes,6925,75000,Food,No,Relocated to a cheaper area,Government policies,2018
RESP_0282,Self-employed,Postgraduate,26-35,Bafoussam,"Above 500,000",7,Rarely,20-40%,"Yes, only quality",253801,"More than 30,000",Cooking oil,"Below 10,000",5,Bike,1,26%-50%,More than twice,"Yes, frequently",More than 50%,146511,20374,Yes,"Yes, more than once",3,No,34012,150000,Utilities,Definitely no,Borrowed money; Relocated to a cheaper area,Government policies,2023
RESP_0283,Employed,Vocational,56 - above,Maroua,"50,000-100,000",1,Always,more than 60%,No,29366,"More than 30,000",Cooking oil,"Above 30,000",5,Public bus,1,More than 50%,Twice,"Yes, occasionally",36-50%,24664,11191,I own my home,No,4,No,24965,35000,Healthcare,Definitely yes,Relocated to a cheaper area,Currency depreciation,2018
RESP_0284,Student,Postgraduate,56 - above,Bamenda,"200,001-500,000",1,Sometimes,more than 60%,No,159436,"More than 30,000",Fish / Meat,"Above 30,000",5,Walking,13,Less than 10%,Twice,Never,36-50%,100150,18050,I own my home,"Yes, once",4,No,2575,35000,Utilities,Definitely yes,Borrowed money; Relocated to a cheaper area; Started a small business,Other,Before 2018
RESP_0285,Student,Other,26-35,Yaoundé,"100,001-200,000",5,Always,more than 60%,"Yes, only quantity",66712,"15001-30,000",Cooking oil,"Above 30,000",3,Bike,3,Less than 10%,More than twice,Rarely,36-50%,46236,6845,Yes,"Yes, once",3,Yes,5053,0,Rent,No,Relocated to a cheaper area,Inflation (rising prices),2025
RESP_0286,Employed,Undergraduate,18-25,Buea,"200,001-500,000",2,Sometimes,Less than 20%,"Yes, both quantity and quality",121852,"Less than 5,000",Bread,"10,000-20,000",3,Walking,2,Less than 10%,Never,"Yes, occasionally",Less than 20%,82997,24119,No,"Yes, once",5,Yes,22500,0,Education,Probably yes,Reduced spending; Started a small business; Borrowed money,Currency depreciation,2023
RESP_0287,Unemployment,Postgraduate,36-45,Maroua,"Above 500,000",1,Sometimes,20-40%,"Yes, only quantity",354052,"15001-30,000",Plantains / Cassava,"Above 30,000",5,Private car/bike/bicycle,7,10-25%,More than twice,Rarely,More than 50%,0,19438,No,"Yes, more than once",4,Yes,10836,300000,Food,Uncertain,Borrowed money; Relocated to a cheaper area,Currency depreciation,2019
RESP_0288,Unemployment,Undergraduate,26-35,Bamenda,"Above 500,000",2,Never,Less than 20%,"Yes, both quantity and quality",351902,"More than 30,000",Plantains / Cassava,"Below 10,000",5,Walking,8,26%-50%,Once,"Yes, frequently",36-50%,226037,9559,Yes,"Yes, more than once",4,No,27377,75000,Food,Probably yes,Taking a second job; Started a small business; Relocated to a cheaper area,Other,2025
RESP_0289,Employed,Undergraduate,18-25,Buea,"100,001-200,000",7,Rarely,Less than 20%,"Yes, both quantity and quality",81870,"Less than 5,000",Fish / Meat,"10,000-20,000",4,Walking,3,10-25%,Never,Rarely,More than 50%,52111,20188,I own my home,No,4,No,11586,35000,Healthcare,Definitely yes,Relocated to a cheaper area; Taking a second job,Government policies,2021
RESP_0290,Student,Other,56 - above,Yaoundé,"Below 50,000",1,Sometimes,Less than 20%,"Yes, only quality",12669,"Less than 5,000",Onions & Tomatoes,"Above 30,000",4,Bike,8,Less than 10%,Twice,Rarely,36-50%,13238,9131,I own my home,"Yes, once",3,No,34065,75000,Education,Uncertain,Borrowed money,Inflation (rising prices),2025
RESP_0291,Employed,Undergraduate,18-25,Bamenda,"50,000-100,000",4,Sometimes,20-40%,No,38325,"15001-30,000",Plantains / Cassava,"Above 30,000",5,Bike,4,26%-50%,Never,"Yes, occasionally",More than 50%,24634,23774,Yes,"Yes, more than once",3,Yes,29248,150000,Transportation,No,Reduced spending; Started a small business; Taking a second job,Other,2019
RESP_0292,Self-employed,Undergraduate,56 - above,Yaoundé,"200,001-500,000",8,Never,more than 60%,No,192221,"15001-30,000",Fish / Meat,"10,000-20,000",3,Walking,10,10-25%,Once,Never,20-35%,0,21433,I own my home,"Yes, once",3,Yes,14464,0,Transportation,Definitely no,Reduced spending; Borrowed money; Taking a second job,Currency depreciation,2025
RESP_0293,Student,Postgraduate,36-45,Bafoussam,"Above 500,000",3,Sometimes,20-40%,"Yes, both quantity and quality",259121,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",4,Private car/bike/bicycle,10,More than 50%,Twice,"Yes, occasionally",36-50%,136450,21276,I own my home,"Yes, once",5,Yes,12351,150000,Transportation,No,Relocated to a cheaper area; Borrowed money,Government policies,2022
RESP_0294,Unemployment,Vocational,46-55,Maroua,"50,000-100,000",8,Rarely,Less than 20%,"Yes, both quantity and quality",22551,"Less than 5,000",Bread,"Above 30,000",4,Walking,2,Less than 10%,Twice,"Yes, occasionally",Less than 20%,17507,19972,No,"Yes, once",5,No,12582,300000,Food,Probably yes,Relocated to a cheaper area,Inflation (rising prices),2025
RESP_0295,Employed,Undergraduate,36-45,Bamenda,"200,001-500,000",8,Never,more than 60%,"Yes, only quality",142411,"More than 30,000",Cooking oil,"20,001-30,000",4,Private car/bike/bicycle,11,More than 50%,More than twice,Never,20-35%,123262,16523,I own my home,No,4,Yes,21550,75000,Rent,No,Started a small business; Taking a second job,Fuel prices,Before 2018
RESP_0296,Student,Vocational,18-25,Garoua,"50,000-100,000",5,Sometimes,Less than 20%,"Yes, both quantity and quality",29820,"More than 30,000",Plantains / Cassava,"20,001-30,000",3,Walking,9,More than 50%,Twice,Never,Less than 20%,17190,22836,I own my home,"Yes, once",4,No,21053,150000,Food,No,Borrowed money; Relocated to a cheaper area,Fuel prices,2019
RESP_0297,Employed,Postgraduate,18-25,Kribi,"Above 500,000",5,Always,20-40%,"Yes, only quality",245131,"15001-30,000",Plantains / Cassava,"Below 10,000",3,Bike,9,More than 50%,More than twice,"Yes, frequently",More than 50%,150568,23499,No,"Yes, once",5,Yes,25632,75000,Education,Definitely no,Started a small business; Relocated to a cheaper area; Reduced spending,Inflation (rising prices),2021
RESP_0298,Self-employed,Postgraduate,36-45,Douala,"50,000-100,000",7,Never,more than 60%,"Yes, only quantity",35555,"15001-30,000",Fish / Meat,"10,000-20,000",5,Public bus,9,Less than 10%,Once,"Yes, occasionally",More than 50%,15921,17421,Yes,No,3,No,24831,35000,Rent,Probably no,Taking a second job; Borrowed money,Government policies,2020
RESP_0299,Student,Other,56 - above,Maroua,"50,000-100,000",8,Never,20-40%,"Yes, only quantity",28592,"15001-30,000",Rice,"Above 30,000",3,Private car/bike/bicycle,9,Less than 10%,Never,Rarely,Less than 20%,0,7024,No,No,3,No,29864,150000,Transportation,Definitely yes,Reduced spending; Started a small business; Relocated to a cheaper area,Government policies,2026
RESP_0300,Self-employed,Vocational,56 - above,Maroua,"Above 500,000",6,Always,Less than 20%,"Yes, only quality",295147,"5,000-15,000",Rice,"10,000-20,000",4,Bike,3,Less than 10%,Once,"Yes, occasionally",36-50%,212901,13268,I own my home,"Yes, more than once",5,Yes,5605,150000,Education,Uncertain,Started a small business; Taking a second job; Relocated to a cheaper area,Fuel prices,2022
RESP_0301,Student,Vocational,36-45,Bamenda,"50,000-100,000",7,Rarely,20-40%,No,41028,"More than 30,000",Fish / Meat,"10,000-20,000",4,Private car/bike/bicycle,10,26%-50%,Never,Never,More than 50%,0,14392,No,No,4,No,28529,75000,Education,Uncertain,Relocated to a cheaper area; Borrowed money; Reduced spending,Currency depreciation,2021
RESP_0302,Unemployment,Undergraduate,56 - above,Garoua,"50,000-100,000",7,Always,20-40%,"Yes, only quality",33142,"Less than 5,000",Onions & Tomatoes,"Above 30,000",4,Public bus,9,10-25%,Never,Never,36-50%,26886,24107,No,"Yes, once",5,No,26695,35000,Food,Definitely yes,Borrowed money,Inflation (rising prices),2021
RESP_0303,Employed,Postgraduate,56 - above,Kribi,"Above 500,000",3,Rarely,Less than 20%,No,231680,"More than 30,000",Onions & Tomatoes,"10,000-20,000",3,Private car/bike/bicycle,1,More than 50%,Twice,Never,More than 50%,140213,22858,No,"Yes, once",4,Yes,3714,300000,Utilities,Definitely no,Borrowed money; Reduced spending,Fuel prices,2019
RESP_0304,Student,Other,18-25,Buea,"Above 500,000",5,Rarely,41-60%,No,325818,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",3,Walking,1,More than 50%,More than twice,Never,Less than 20%,166812,12116,I own my home,"Yes, once",3,No,30496,35000,Education,Definitely no,Started a small business,Inflation (rising prices),2018
RESP_0305,Unemployment,Postgraduate,56 - above,Douala,"100,001-200,000",3,Sometimes,more than 60%,"Yes, both quantity and quality",78270,"15001-30,000",Cooking oil,"10,000-20,000",3,Public bus,5,10-25%,Twice,"Yes, frequently",Less than 20%,48994,18961,Yes,No,4,No,20510,0,Healthcare,Probably no,Reduced spending,Government policies,2023
RESP_0306,Unemployment,Other,46-55,Buea,"100,001-200,000",3,Sometimes,Less than 20%,No,46406,"15001-30,000",Fish / Meat,"Above 30,000",3,Walking,14,26%-50%,More than twice,Rarely,Less than 20%,47615,22643,No,"Yes, once",3,No,30720,75000,Rent,Definitely no,Taking a second job; Relocated to a cheaper area,Inflation (rising prices),2026
RESP_0307,Student,Vocational,26-35,Buea,"Below 50,000",6,Rarely,20-40%,"Yes, only quality",14111,"Less than 5,000",Plantains / Cassava,"Above 30,000",4,Public bus,8,10-25%,More than twice,Never,20-35%,14693,4252,No,No,5,Yes,26701,150000,Healthcare,Probably no,Borrowed money; Taking a second job; Relocated to a cheaper area,Government policies,2024
RESP_0308,Student,Vocational,36-45,Buea,"200,001-500,000",4,Sometimes,more than 60%,"Yes, only quality",190357,"5,000-15,000",Bread,"20,001-30,000",3,Walking,1,More than 50%,Once,Rarely,Less than 20%,0,24968,I own my home,"Yes, more than once",5,Yes,14679,0,Rent,Probably no,Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2023
RESP_0309,Self-employed,Undergraduate,36-45,Maroua,"Above 500,000",5,Never,20-40%,"Yes, only quality",234849,"15001-30,000",Onions & Tomatoes,"20,001-30,000",3,Bike,12,More than 50%,Twice,Never,20-35%,179172,11268,I own my home,No,3,Yes,33448,0,Rent,No,Reduced spending; Relocated to a cheaper area; Started a small business,Government policies,2024
RESP_0310,Self-employed,Undergraduate,18-25,Kribi,"100,001-200,000",6,Rarely,41-60%,No,66235,"15001-30,000",Cooking oil,"Below 10,000",4,Public bus,9,26%-50%,Never,Rarely,20-35%,34015,3272,Yes,"Yes, once",3,Yes,16316,0,Transportation,Uncertain,Taking a second job; Started a small business,Fuel prices,Before 2018
RESP_0311,Employed,Other,46-55,Kribi,"200,001-500,000",2,Sometimes,41-60%,"Yes, only quantity",116140,"More than 30,000",Plantains / Cassava,"Below 10,000",4,Walking,2,10-25%,Twice,"Yes, frequently",36-50%,91214,4730,No,No,4,Yes,34139,75000,Utilities,Probably no,Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2023
RESP_0312,Employed,Undergraduate,36-45,Bafoussam,"100,001-200,000",7,Never,more than 60%,"Yes, only quality",70961,"5,000-15,000",Cooking oil,"10,000-20,000",3,Public bus,4,26%-50%,Twice,"Yes, frequently",More than 50%,49111,16348,Yes,"Yes, once",5,No,32392,75000,Healthcare,No,Started a small business; Relocated to a cheaper area; Reduced spending,Government policies,2020
RESP_0313,Self-employed,Vocational,46-55,Yaoundé,"50,000-100,000",2,Always,more than 60%,"Yes, only quality",30346,"Less than 5,000",Cooking oil,"10,000-20,000",4,Private car/bike/bicycle,11,10-25%,More than twice,Rarely,36-50%,26300,21166,Yes,No,4,Yes,28928,300000,Transportation,Probably yes,Borrowed money; Started a small business; Reduced spending,Fuel prices,2022
RESP_0314,Employed,Postgraduate,46-55,Garoua,"Above 500,000",3,Rarely,20-40%,"Yes, both quantity and quality",291902,"More than 30,000",Onions & Tomatoes,"Below 10,000",5,Private car/bike/bicycle,13,Less than 10%,More than twice,"Yes, frequently",36-50%,149855,18512,I own my home,"Yes, once",5,Yes,18124,300000,Food,Probably yes,Taking a second job; Borrowed money,Fuel prices,2019
RESP_0315,Employed,Undergraduate,18-25,Maroua,"50,000-100,000",6,Rarely,20-40%,No,23540,"5,000-15,000",Rice,"Below 10,000",5,Bike,5,More than 50%,Twice,"Yes, frequently",20-35%,0,7557,I own my home,"Yes, more than once",5,No,20042,150000,Transportation,Probably yes,Reduced spending; Taking a second job; Borrowed money,Currency depreciation,Before 2018
RESP_0316,Self-employed,Postgraduate,56 - above,Garoua,"Above 500,000",6,Always,Less than 20%,"Yes, only quantity",269372,"15001-30,000",Rice,"Above 30,000",4,Walking,8,26%-50%,Once,Never,36-50%,161154,20778,Yes,No,5,Yes,18701,300000,Utilities,Probably yes,Reduced spending; Relocated to a cheaper area,Inflation (rising prices),2019
RESP_0317,Student,Undergraduate,18-25,Bamenda,"Above 500,000",4,Rarely,20-40%,"Yes, only quantity",235883,"15001-30,000",Bread,"20,001-30,000",3,Walking,5,10-25%,Twice,Rarely,20-35%,187806,6130,Yes,No,5,No,23892,35000,Food,Definitely yes,Relocated to a cheaper area,Government policies,2020
RESP_0318,Employed,Other,26-35,Bamenda,"Above 500,000",6,Never,20-40%,"Yes, only quantity",343383,"5,000-15,000",Fish / Meat,"Below 10,000",4,Bike,10,More than 50%,Once,"Yes, frequently",Less than 20%,160562,16883,Yes,No,3,No,3917,300000,Rent,Probably yes,Taking a second job; Relocated to a cheaper area; Reduced spending,Other,2024
RESP_0319,Student,Postgraduate,36-45,Garoua,"Below 50,000",3,Sometimes,more than 60%,"Yes, only quality",17492,"Less than 5,000",Plantains / Cassava,"10,000-20,000",5,Public bus,11,26%-50%,Twice,Never,More than 50%,11156,19914,I own my home,"Yes, once",3,No,14351,300000,Utilities,Probably no,Taking a second job; Relocated to a cheaper area,Inflation (rising prices),2021
RESP_0320,Self-employed,Vocational,56 - above,Douala,"200,001-500,000",3,Always,41-60%,"Yes, only quality",115268,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",3,Bike,13,Less than 10%,Never,"Yes, occasionally",Less than 20%,99665,14922,No,No,4,Yes,8921,35000,Rent,Probably yes,Relocated to a cheaper area,Government policies,Before 2018
RESP_0321,Employed,Undergraduate,18-25,Garoua,"50,000-100,000",5,Always,41-60%,"Yes, only quality",25719,"5,000-15,000",Rice,"10,000-20,000",3,Public bus,7,More than 50%,More than twice,Rarely,Less than 20%,23430,10941,I own my home,No,4,Yes,3194,0,Transportation,Uncertain,Started a small business,Other,2019
RESP_0322,Student,Undergraduate,56 - above,Kribi,"Below 50,000",2,Rarely,41-60%,No,13317,"5,000-15,000",Cooking oil,"20,001-30,000",5,Public bus,7,10-25%,Never,Rarely,36-50%,10815,16134,No,No,4,No,25886,0,Rent,Probably yes,Taking a second job; Relocated to a cheaper area; Reduced spending,Currency depreciation,2025
RESP_0323,Self-employed,Undergraduate,46-55,Douala,"200,001-500,000",6,Always,41-60%,No,192198,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",5,Private car/bike/bicycle,9,Less than 10%,Twice,"Yes, frequently",20-35%,82241,9664,No,"Yes, once",4,Yes,32922,150000,Healthcare,Probably no,Taking a second job; Borrowed money; Relocated to a cheaper area,Government policies,2024
RESP_0324,Self-employed,Vocational,18-25,Yaoundé,"Above 500,000",1,Sometimes,more than 60%,"Yes, only quality",198347,"Less than 5,000",Bread,"10,000-20,000",3,Walking,9,10-25%,Twice,"Yes, frequently",36-50%,131634,24468,Yes,No,5,Yes,17784,35000,Healthcare,Uncertain,Taking a second job; Started a small business,Currency depreciation,2022
RESP_0325,Self-employed,Undergraduate,36-45,Douala,"200,001-500,000",7,Always,more than 60%,No,179842,"More than 30,000",Onions & Tomatoes,"Below 10,000",4,Private car/bike/bicycle,7,More than 50%,Once,Rarely,More than 50%,130923,20754,Yes,"Yes, once",5,Yes,13171,150000,Food,Probably no,Started a small business; Taking a second job,Government policies,2018
RESP_0326,Self-employed,Other,36-45,Bafoussam,"50,000-100,000",5,Rarely,Less than 20%,"Yes, both quantity and quality",22683,"15001-30,000",Onions & Tomatoes,"20,001-30,000",4,Public bus,3,Less than 10%,More than twice,Never,Less than 20%,22313,18957,No,"Yes, more than once",5,Yes,6049,35000,Education,Probably no,Started a small business; Relocated to a cheaper area; Reduced spending,Fuel prices,2018
